,flightdate,dayofweek,weather
22743,2013-01-10,4,Sunny
22744,2013-01-11,5,Patchy rain possible
22745,2013-01-27,7,Partly cloudy
22746,2013-01-26,6,Sunny
22747,2013-01-23,3,Overcast
22748,2013-01-24,4,Overcast
22749,2013-01-25,5,Light freezing rain
22750,2013-01-05,6,Partly cloudy
22751,2013-01-22,2,Sunny
22752,2013-01-27,7,Partly cloudy
22753,2013-01-27,7,Partly cloudy
22754,2013-01-21,1,Overcast
22755,2013-01-14,1,Sunny
22756,2013-01-28,1,Patchy rain possible
22757,2013-01-25,5,Light freezing rain
22758,2013-01-24,4,Overcast
22759,2013-01-21,1,Overcast
22760,2013-01-18,5,Partly cloudy
22761,2013-01-18,5,Partly cloudy
22762,2013-01-17,4,Sunny
22763,2013-01-19,6,Cloudy
22764,2013-01-21,1,Overcast
22765,2013-01-20,7,Partly cloudy
22766,2013-01-22,2,Sunny
22767,2013-01-04,5,Sunny
22768,2013-01-03,4,Cloudy
22769,2013-01-17,4,Sunny
22770,2013-01-31,4,Overcast
22771,2013-01-15,2,Sunny
22772,2013-01-29,2,Moderate rain at times
22773,2013-01-22,2,Sunny
22774,2013-01-27,7,Partly cloudy
22775,2013-01-21,1,Overcast
22776,2013-01-23,3,Cloudy
22777,2013-01-23,3,Overcast
22778,2013-01-23,3,Cloudy
22779,2013-01-22,2,Partly cloudy
22780,2013-01-17,4,Sunny
22781,2013-01-18,5,Partly cloudy
22782,2013-01-08,2,Sunny
22783,2013-01-10,4,Cloudy
22784,2013-01-27,7,Moderate or heavy snow showers
22785,2013-01-27,7,Partly cloudy
22786,2013-01-09,3,Sunny
22787,2013-01-11,5,Cloudy
22788,2013-01-16,3,Cloudy
22789,2013-01-14,1,Sunny
22790,2013-01-14,1,Sunny
22791,2013-01-27,7,Partly cloudy
22792,2013-01-28,1,Cloudy
22793,2013-01-23,3,Overcast
22794,2013-01-25,5,Sunny
22795,2013-01-24,4,Overcast
22796,2013-01-31,4,Overcast
22797,2013-01-30,3,Patchy rain possible
22798,2013-01-29,2,Moderate or heavy rain shower
22799,2013-01-15,2,Sunny
22800,2013-01-28,1,Overcast
22801,2013-01-21,1,Overcast
22802,2013-01-23,3,Cloudy
22803,2013-01-23,3,Overcast
22804,2013-01-23,3,Overcast
22805,2013-01-23,3,Cloudy
22806,2013-01-24,4,Partly cloudy
22807,2013-01-23,3,Overcast
22808,2013-01-21,1,Sunny
22809,2013-01-21,1,Overcast
22810,2013-01-27,7,Partly cloudy
22811,2013-01-17,4,Sunny
22812,2013-01-18,5,Partly cloudy
22813,2013-01-22,2,Sunny
22814,2013-01-20,7,Cloudy
22815,2013-01-21,1,Partly cloudy
22816,2013-01-29,2,Patchy rain possible
22817,2013-01-22,2,Sunny
22818,2013-01-17,4,Sunny
22819,2013-01-24,4,Overcast
22820,2013-01-23,3,Overcast
22821,2013-01-19,6,Cloudy
22822,2013-01-17,4,Sunny
22823,2013-01-18,5,Partly cloudy
22824,2013-01-23,3,Overcast
22825,2013-01-21,1,Overcast
22826,2013-01-29,2,Moderate rain at times
22827,2013-01-30,3,Patchy rain possible
22828,2013-01-06,7,Overcast
22829,2013-01-02,3,Sunny
22830,2013-01-20,7,Overcast
22831,2013-01-20,7,Sunny
22832,2013-01-23,3,Cloudy
22833,2013-01-01,2,Sunny
22834,2013-01-20,7,Partly cloudy
22835,2013-01-21,1,Overcast
22836,2013-01-22,2,Sunny
22837,2013-01-31,4,Overcast
22838,2013-01-30,3,Patchy rain possible
22839,2013-01-29,2,Moderate rain at times
22840,2013-01-22,2,Sunny
22841,2013-01-22,2,Sunny
22842,2013-01-15,2,Clear
22843,2013-01-14,1,Clear
22844,2013-01-13,7,Cloudy
22845,2013-01-11,5,Partly cloudy
22846,2013-01-12,6,Partly cloudy
22847,2013-01-22,2,Sunny
22848,2013-01-22,2,Sunny
22849,2013-01-23,3,Overcast
22850,2013-01-23,3,Overcast
22851,2013-01-23,3,Overcast
22852,2013-01-24,4,Overcast
22853,2013-01-05,6,Partly cloudy
22854,2013-01-12,6,Overcast
22855,2013-01-19,6,Overcast
22856,2013-01-26,6,Sunny
22857,2013-01-20,7,Sunny
22858,2013-01-22,2,Sunny
22859,2013-01-22,2,Sunny
22860,2013-01-22,2,Partly cloudy
22861,2013-01-15,2,Sunny
22862,2013-01-14,1,Sunny
22863,2013-01-16,3,Sunny
22864,2013-01-30,3,Light freezing rain
22865,2013-01-29,2,Moderate or heavy rain shower
22866,2013-01-23,3,Overcast
22867,2013-01-24,4,Partly cloudy
22868,2013-01-25,5,Overcast
22869,2013-01-28,1,Cloudy
22870,2013-01-22,2,Sunny
22871,2013-01-22,2,Partly cloudy
22872,2013-01-19,6,Cloudy
22873,2013-01-22,2,Partly cloudy
22874,2013-01-20,7,Cloudy
22875,2013-01-20,7,Partly cloudy
22876,2013-01-11,5,Patchy rain possible
22877,2013-01-22,2,Clear
22878,2013-01-10,4,Cloudy
22879,2013-01-31,4,Overcast
22880,2013-01-18,5,Sunny
22881,2013-01-17,4,Sunny
22882,2013-01-22,2,Sunny
22883,2013-01-21,1,Sunny
22884,2013-01-14,1,Sunny
22885,2013-01-13,7,Overcast
22886,2013-01-14,1,Sunny
22887,2013-01-14,1,Sunny
22888,2013-01-13,7,Overcast
22889,2013-01-11,5,Cloudy
22890,2013-01-11,5,Patchy rain possible
22891,2013-01-13,7,Partly cloudy
22892,2013-01-13,7,Overcast
22893,2013-01-13,7,Overcast
22894,2013-01-11,5,Cloudy
22895,2013-01-17,4,Clear
22896,2013-01-14,1,Sunny
22897,2013-01-14,1,Sunny
22898,2013-01-13,7,Overcast
22899,2013-01-13,7,Partly cloudy
22900,2013-01-11,5,Cloudy
22901,2013-01-11,5,Cloudy
22902,2013-01-11,5,Cloudy
22903,2013-01-11,5,Cloudy
22904,2013-01-11,5,Cloudy
22905,2013-01-11,5,Cloudy
22906,2013-01-10,4,Sunny
22907,2013-01-10,4,Cloudy
22908,2013-01-10,4,Cloudy
22909,2013-01-13,7,Overcast
22910,2013-01-09,3,Sunny
22911,2013-01-09,3,Sunny
22912,2013-01-02,3,Clear
22913,2013-01-11,5,Cloudy
22914,2013-01-11,5,Cloudy
22915,2013-01-17,4,Sunny
22916,2013-01-18,5,Sunny
22917,2013-01-19,6,Cloudy
22918,2013-01-24,4,Partly cloudy
22919,2013-01-23,3,Overcast
22920,2013-01-27,7,Moderate snow
22921,2013-01-15,2,Clear
22922,2013-01-14,1,Clear
22923,2013-01-16,3,Clear
22924,2013-01-11,5,Moderate or heavy rain shower
22925,2013-01-08,2,Clear
22926,2013-01-10,4,Sunny
22927,2013-01-10,4,Cloudy
22928,2013-01-13,7,Overcast
22929,2013-01-12,6,Cloudy
22930,2013-01-12,6,Partly cloudy
22931,2013-01-12,6,Partly cloudy
22932,2013-01-25,5,Partly cloudy
22933,2013-01-26,6,Sunny
22934,2013-01-08,2,Sunny
22935,2013-01-08,2,Sunny
22936,2013-01-11,5,Patchy rain possible
22937,2013-01-11,5,Patchy rain possible
22938,2013-01-07,1,Clear
22939,2013-01-09,3,Partly cloudy
22940,2013-01-10,4,Partly cloudy
22941,2013-01-03,4,Cloudy
22942,2013-01-04,5,Clear
22943,2013-01-22,2,Partly cloudy
22944,2013-01-03,4,Partly cloudy
22945,2013-01-08,2,Sunny
22946,2013-01-11,5,Partly cloudy
22947,2013-01-12,6,Overcast
22948,2013-01-09,3,Sunny
22949,2013-01-09,3,Sunny
22950,2013-01-12,6,Cloudy
22951,2013-01-08,2,Sunny
22952,2013-01-02,3,Sunny
22953,2013-01-07,1,Sunny
22954,2013-01-08,2,Sunny
22955,2013-01-06,7,Partly cloudy
22956,2013-01-03,4,Cloudy
22957,2013-01-04,5,Sunny
22958,2013-01-05,6,Patchy rain possible
22959,2013-01-12,6,Partly cloudy
22960,2013-01-10,4,Partly cloudy
22961,2013-01-01,2,Sunny
22962,2013-01-02,3,Sunny
22963,2013-01-16,3,Cloudy
22964,2013-01-14,1,Sunny
22965,2013-01-15,2,Sunny
22966,2013-01-11,5,Cloudy
22967,2013-01-11,5,Cloudy
22968,2013-01-10,4,Sunny
22969,2013-01-10,4,Sunny
22970,2013-01-08,2,Sunny
22971,2013-01-12,6,Cloudy
22972,2013-01-10,4,Moderate rain at times
22973,2013-01-07,1,Sunny
22974,2013-01-01,2,Cloudy
22975,2013-01-02,3,Sunny
22976,2013-01-04,5,Sunny
22977,2013-01-05,6,Patchy rain possible
22978,2013-01-09,3,Sunny
22979,2013-01-12,6,Partly cloudy
22980,2013-01-13,7,Partly cloudy
22981,2013-01-02,3,Sunny
22982,2013-01-10,4,Cloudy
22983,2013-01-09,3,Sunny
22984,2013-01-08,2,Sunny
22985,2013-01-07,1,Sunny
22986,2013-01-22,2,Sunny
22987,2013-01-22,2,Partly cloudy
22988,2013-01-23,3,Overcast
22989,2013-01-20,7,Partly cloudy
22990,2013-01-22,2,Sunny
22991,2013-01-22,2,Sunny
22992,2013-01-17,4,Sunny
22993,2013-01-18,5,Partly cloudy
22994,2013-01-19,6,Overcast
22995,2013-01-19,6,Overcast
22996,2013-01-19,6,Overcast
22997,2013-01-19,6,Overcast
22998,2013-01-21,1,Overcast
22999,2013-01-19,6,Cloudy
23000,2013-01-10,4,Partly cloudy
23001,2013-01-10,4,Moderate rain at times
23002,2013-01-09,3,Clear
23003,2013-01-07,1,Clear
23004,2013-01-06,7,Partly cloudy
23005,2013-01-18,5,Partly cloudy
23006,2013-01-18,5,Partly cloudy
23007,2013-01-03,4,Partly cloudy
23008,2013-01-04,5,Clear
23009,2013-01-17,4,Sunny
23010,2013-01-17,4,Clear
23011,2013-01-21,1,Overcast
23012,2013-01-28,1,Patchy rain possible
23013,2013-01-14,1,Sunny
23014,2013-01-15,2,Partly cloudy
23015,2013-01-18,5,Partly cloudy
23016,2013-01-18,5,Sunny
23017,2013-01-18,5,Partly cloudy
23018,2013-01-17,4,Sunny
23019,2013-01-21,1,Partly cloudy
23020,2013-01-22,2,Sunny
23021,2013-01-17,4,Sunny
23022,2013-01-18,5,Partly cloudy
23023,2013-01-28,1,Cloudy
23024,2013-01-24,4,Overcast
23025,2013-01-11,5,Cloudy
23026,2013-01-13,7,Overcast
23027,2013-01-07,1,Sunny
23028,2013-01-08,2,Sunny
23029,2013-01-06,7,Overcast
23030,2013-01-09,3,Sunny
23031,2013-01-05,6,Partly cloudy
23032,2013-01-12,6,Partly cloudy
23033,2013-01-18,5,Sunny
23034,2013-01-23,3,Overcast
23035,2013-01-31,4,Overcast
23036,2013-01-30,3,Moderate or heavy rain shower
23037,2013-01-29,2,Patchy rain possible
23038,2013-01-18,5,Partly cloudy
23039,2013-01-10,4,Partly cloudy
23040,2013-01-03,4,Cloudy
23041,2013-01-04,5,Sunny
23042,2013-01-28,1,Cloudy
23043,2013-01-27,7,Partly cloudy
23044,2013-01-23,3,Overcast
23045,2013-01-19,6,Cloudy
23046,2013-01-02,3,Sunny
23047,2013-01-10,4,Sunny
23048,2013-01-16,3,Sunny
23049,2013-01-11,5,Patchy rain possible
23050,2013-01-30,3,Patchy rain possible
23051,2013-01-31,4,Overcast
23052,2013-01-18,5,Partly cloudy
23053,2013-01-17,4,Sunny
23054,2013-01-17,4,Sunny
23055,2013-01-18,5,Partly cloudy
23056,2013-01-17,4,Sunny
23057,2013-01-23,3,Cloudy
23058,2013-01-25,5,Light freezing rain
23059,2013-01-24,4,Overcast
23060,2013-01-13,7,Overcast
23061,2013-01-18,5,Partly cloudy
23062,2013-01-16,3,Sunny
23063,2013-01-14,1,Clear
23064,2013-01-01,2,Sunny
23065,2013-01-02,3,Sunny
23066,2013-01-22,2,Partly cloudy
23067,2013-01-13,7,Overcast
23068,2013-01-06,7,Overcast
23069,2013-01-05,6,Partly cloudy
23070,2013-01-27,7,Partly cloudy
23071,2013-01-26,6,Sunny
23072,2013-01-19,6,Cloudy
23073,2013-01-14,1,Sunny
23074,2013-01-16,3,Cloudy
23075,2013-01-16,3,Cloudy
23076,2013-01-18,5,Partly cloudy
23077,2013-01-16,3,Sunny
23078,2013-01-16,3,Sunny
23079,2013-01-16,3,Cloudy
23080,2013-01-01,2,Cloudy
23081,2013-01-20,7,Partly cloudy
23082,2013-01-04,5,Clear
23083,2013-01-03,4,Partly cloudy
23084,2013-01-08,2,Partly cloudy
23085,2013-01-15,2,Sunny
23086,2013-01-16,3,Sunny
23087,2013-01-17,4,Sunny
23088,2013-01-16,3,Cloudy
23089,2013-01-16,3,Sunny
23090,2013-01-04,5,Sunny
23091,2013-01-06,7,Overcast
23092,2013-01-14,1,Sunny
23093,2013-01-14,1,Sunny
23094,2013-01-15,2,Sunny
23095,2013-01-16,3,Sunny
23096,2013-01-11,5,Patchy rain possible
23097,2013-01-08,2,Partly cloudy
23098,2013-01-07,1,Sunny
23099,2013-01-09,3,Sunny
23100,2013-01-10,4,Partly cloudy
23101,2013-01-15,2,Sunny
23102,2013-01-14,1,Sunny
23103,2013-01-04,5,Sunny
23104,2013-01-04,5,Sunny
23105,2013-01-13,7,Overcast
23106,2013-01-17,4,Sunny
23107,2013-01-16,3,Cloudy
23108,2013-01-16,3,Sunny
23109,2013-01-16,3,Overcast
23110,2013-01-16,3,Cloudy
23111,2013-01-29,2,Moderate rain at times
23112,2013-01-30,3,Patchy rain possible
23113,2013-01-24,4,Overcast
23114,2013-01-25,5,Light freezing rain
23115,2013-01-16,3,Sunny
23116,2013-01-11,5,Patchy rain possible
23117,2013-01-29,2,Moderate rain at times
23118,2013-01-30,3,Patchy rain possible
23119,2013-01-31,4,Overcast
23120,2013-01-22,2,Sunny
23121,2013-01-14,1,Sunny
23122,2013-01-14,1,Sunny
23123,2013-01-14,1,Sunny
23124,2013-01-23,3,Overcast
23125,2013-01-28,1,Patchy rain possible
23126,2013-01-27,7,Partly cloudy
23127,2013-01-15,2,Sunny
23128,2013-01-14,1,Sunny
23129,2013-01-14,1,Sunny
23130,2013-01-14,1,Sunny
23131,2013-01-07,1,Sunny
23132,2013-01-15,2,Sunny
23133,2013-01-14,1,Sunny
23134,2013-01-16,3,Cloudy
23135,2013-01-11,5,Cloudy
23136,2013-01-29,2,Moderate or heavy rain shower
23137,2013-01-14,1,Sunny
23138,2013-01-07,1,Sunny
23139,2013-01-07,1,Sunny
23140,2013-01-06,7,Overcast
23141,2013-01-06,7,Overcast
23142,2013-01-08,2,Sunny
23143,2013-01-08,2,Sunny
23144,2013-01-08,2,Sunny
23145,2013-01-07,1,Sunny
23146,2013-01-05,6,Patchy rain possible
23147,2013-01-08,2,Sunny
23148,2013-01-08,2,Sunny
23149,2013-01-07,1,Sunny
23150,2013-01-07,1,Partly cloudy
23151,2013-01-07,1,Sunny
23152,2013-01-07,1,Sunny
23153,2013-01-06,7,Overcast
23154,2013-01-05,6,Patchy rain possible
23155,2013-01-23,3,Overcast
23156,2013-01-16,3,Cloudy
23157,2013-01-09,3,Sunny
23158,2013-01-30,3,Patchy rain possible
23159,2013-01-09,3,Sunny
23160,2013-01-21,1,Overcast
23161,2013-01-24,4,Overcast
23162,2013-01-18,5,Sunny
23163,2013-01-04,5,Sunny
23164,2013-01-09,3,Sunny
23165,2013-01-08,2,Sunny
23166,2013-01-07,1,Sunny
23167,2013-01-11,5,Cloudy
23168,2013-01-17,4,Sunny
23169,2013-01-22,2,Sunny
23170,2013-01-23,3,Overcast
23171,2013-01-29,2,Moderate or heavy rain shower
23172,2013-01-24,4,Partly cloudy
23173,2013-01-03,4,Cloudy
23174,2013-01-31,4,Overcast
23175,2013-01-30,3,Patchy rain possible
23176,2013-01-31,4,Overcast
23177,2013-01-20,7,Clear
23178,2013-01-27,7,Moderate or heavy snow showers
23179,2013-01-05,6,Patchy rain possible
23180,2013-01-12,6,Partly cloudy
23181,2013-01-02,3,Sunny
23182,2013-01-10,4,Cloudy
23183,2013-01-11,5,Cloudy
23184,2013-01-12,6,Partly cloudy
23185,2013-01-13,7,Partly cloudy
23186,2013-01-14,1,Sunny
23187,2013-01-15,2,Sunny
23188,2013-01-16,3,Cloudy
23189,2013-01-17,4,Sunny
23190,2013-01-18,5,Sunny
23191,2013-01-19,6,Cloudy
23192,2013-01-20,7,Overcast
23193,2013-01-31,4,Overcast
23194,2013-01-21,1,Sunny
23195,2013-01-23,3,Overcast
23196,2013-01-24,4,Partly cloudy
23197,2013-01-25,5,Partly cloudy
23198,2013-01-31,4,Overcast
23199,2013-01-30,3,Patchy rain possible
23200,2013-01-31,4,Overcast
23201,2013-01-30,3,Moderate or heavy rain shower
23202,2013-01-31,4,Overcast
23203,2013-01-30,3,Patchy rain possible
23204,2013-01-30,3,Patchy rain possible
23205,2013-01-31,4,Overcast
23206,2013-01-31,4,Overcast
23207,2013-01-31,4,Overcast
23208,2013-01-31,4,Overcast
23209,2013-01-30,3,Moderate or heavy rain shower
23210,2013-01-30,3,Patchy rain possible
23211,2013-01-31,4,Overcast
23212,2013-01-29,2,Patchy rain possible
23213,2013-01-29,2,Moderate or heavy rain shower
23214,2013-01-13,7,Partly cloudy
23215,2013-01-18,5,Sunny
23216,2013-01-04,5,Sunny
23217,2013-01-09,3,Sunny
23218,2013-01-11,5,Cloudy
23219,2013-01-10,4,Cloudy
23220,2013-01-06,7,Partly cloudy
23221,2013-01-07,1,Sunny
23222,2013-01-01,2,Clear
23223,2013-01-28,1,Patchy rain possible
23224,2013-01-28,1,Patchy rain possible
23225,2013-01-28,1,Patchy rain possible
23226,2013-01-29,2,Patchy rain possible
23227,2013-01-28,1,Overcast
23228,2013-01-31,4,Overcast
23229,2013-01-27,7,Partly cloudy
23230,2013-01-28,1,Patchy rain possible
23231,2013-01-21,1,Overcast
23232,2013-01-24,4,Overcast
23233,2013-01-25,5,Light freezing rain
23234,2013-01-06,7,Overcast
23235,2013-01-02,3,Sunny
23236,2013-01-01,2,Cloudy
23237,2013-01-10,4,Sunny
23238,2013-01-08,2,Sunny
23239,2013-01-07,1,Sunny
23240,2013-01-26,6,Sunny
23241,2013-01-23,3,Cloudy
23242,2013-01-22,2,Partly cloudy
23243,2013-01-21,1,Overcast
23244,2013-01-30,3,Patchy rain possible
23245,2013-01-21,1,Overcast
23246,2013-01-22,2,Clear
23247,2013-01-21,1,Partly cloudy
23248,2013-01-27,7,Moderate snow
23249,2013-01-27,7,Partly cloudy
23250,2013-01-31,4,Overcast
23251,2013-01-04,5,Clear
23252,2013-01-31,4,Overcast
23253,2013-01-30,3,Light freezing rain
23254,2013-01-23,3,Overcast
23255,2013-01-28,1,Cloudy
23256,2013-01-25,5,Overcast
23257,2013-01-24,4,Partly cloudy
23258,2013-01-21,1,Clear
23259,2013-01-22,2,Partly cloudy
23260,2013-01-21,1,Partly cloudy
23261,2013-01-07,1,Sunny
23262,2013-01-11,5,Cloudy
23263,2013-01-08,2,Sunny
23264,2013-01-03,4,Cloudy
23265,2013-01-10,4,Partly cloudy
23266,2013-01-09,3,Sunny
23267,2013-01-14,1,Sunny
23268,2013-01-18,5,Partly cloudy
23269,2013-01-28,1,Cloudy
23270,2013-01-16,3,Sunny
23271,2013-01-28,1,Patchy rain possible
23272,2013-01-31,4,Overcast
23273,2013-01-25,5,Light freezing rain
23274,2013-01-27,7,Partly cloudy
23275,2013-01-12,6,Partly cloudy
23276,2013-01-19,6,Clear
23277,2013-01-26,6,Partly cloudy
23278,2013-01-28,1,Patchy rain possible
23279,2013-01-27,7,Partly cloudy
23280,2013-01-27,7,Moderate snow
23281,2013-01-26,6,Partly cloudy
23282,2013-01-26,6,Sunny
23283,2013-01-24,4,Overcast
23284,2013-01-26,6,Sunny
23285,2013-01-26,6,Partly cloudy
23286,2013-01-24,4,Overcast
23287,2013-01-24,4,Overcast
23288,2013-01-26,6,Sunny
23289,2013-01-26,6,Sunny
23290,2013-01-26,6,Sunny
23291,2013-01-29,2,Moderate rain at times
23292,2013-01-24,4,Overcast
23293,2013-01-24,4,Partly cloudy
23294,2013-01-29,2,Patchy rain possible
23295,2013-01-24,4,Overcast
23296,2013-01-26,6,Sunny
23297,2013-01-24,4,Overcast
23298,2013-01-25,5,Sunny
23299,2013-01-24,4,Partly cloudy
23300,2013-01-26,6,Sunny
23301,2013-01-29,2,Moderate or heavy rain shower
23302,2013-01-25,5,Light freezing rain
23303,2013-01-26,6,Clear
23304,2013-01-26,6,Sunny
23305,2013-01-29,2,Moderate or heavy rain shower
23306,2013-01-25,5,Light freezing rain
23307,2013-01-24,4,Cloudy
23308,2013-01-25,5,Light freezing rain
23309,2013-01-25,5,Cloudy
23310,2013-01-25,5,Overcast
23311,2013-01-25,5,Light freezing rain
23312,2013-01-25,5,Light freezing rain
23313,2013-01-29,2,Moderate or heavy rain shower
23314,2013-01-23,3,Overcast
23315,2013-01-25,5,Sunny
23316,2013-01-29,2,Moderate rain at times
23317,2013-01-29,2,Moderate or heavy rain shower
23318,2013-01-23,3,Overcast
23319,2013-01-24,4,Partly cloudy
23320,2013-01-25,5,Sunny
23321,2013-01-27,7,Partly cloudy
23322,2013-01-21,1,Overcast
23323,2013-01-21,1,Clear
23324,2013-01-22,2,Sunny
23325,2013-01-27,7,Light freezing rain
23326,2013-01-27,7,Partly cloudy
23327,2013-01-21,1,Partly cloudy
23328,2013-01-21,1,Overcast
23329,2013-01-23,3,Cloudy
23330,2013-01-27,7,Moderate snow
23331,2013-01-21,1,Overcast
23332,2013-01-23,3,Cloudy
23333,2013-01-27,7,Partly cloudy
23334,2013-01-23,3,Overcast
23335,2013-01-27,7,Partly cloudy
23336,2013-01-27,7,Moderate snow
23337,2013-01-23,3,Overcast
23338,2013-01-23,3,Overcast
23339,2013-01-21,1,Overcast
23340,2013-01-22,2,Partly cloudy
23341,2013-01-23,3,Overcast
23342,2013-01-20,7,Overcast
23343,2013-01-21,1,Overcast
23344,2013-01-23,3,Overcast
23345,2013-01-23,3,Cloudy
23346,2013-01-22,2,Sunny
23347,2013-01-19,6,Cloudy
23348,2013-01-19,6,Overcast
23349,2013-01-20,7,Sunny
23350,2013-01-23,3,Overcast
23351,2013-01-23,3,Overcast
23352,2013-01-20,7,Sunny
23353,2013-01-22,2,Sunny
23354,2013-01-22,2,Sunny
23355,2013-01-19,6,Cloudy
23356,2013-01-19,6,Cloudy
23357,2013-01-21,1,Overcast
23358,2013-01-21,1,Sunny
23359,2013-01-18,5,Partly cloudy
23360,2013-01-22,2,Sunny
23361,2013-01-23,3,Overcast
23362,2013-01-20,7,Partly cloudy
23363,2013-01-21,1,Overcast
23364,2013-01-18,5,Partly cloudy
23365,2013-01-23,3,Cloudy
23366,2013-01-23,3,Overcast
23367,2013-01-17,4,Sunny
23368,2013-01-19,6,Overcast
23369,2013-01-19,6,Cloudy
23370,2013-01-17,4,Sunny
23371,2013-01-18,5,Partly cloudy
23372,2013-01-18,5,Partly cloudy
23373,2013-01-18,5,Clear
23374,2013-01-17,4,Sunny
23375,2013-01-17,4,Sunny
23376,2013-01-17,4,Sunny
23377,2013-01-17,4,Clear
23378,2013-01-17,4,Sunny
23379,2013-01-17,4,Clear
23380,2013-01-17,4,Sunny
23381,2013-01-18,5,Partly cloudy
23382,2013-01-16,3,Sunny
23383,2013-01-16,3,Cloudy
23384,2013-01-14,1,Sunny
23385,2013-01-16,3,Sunny
23386,2013-01-16,3,Sunny
23387,2013-01-16,3,Sunny
23388,2013-01-16,3,Sunny
23389,2013-01-17,4,Sunny
23390,2013-01-16,3,Sunny
23391,2013-01-16,3,Cloudy
23392,2013-01-16,3,Cloudy
23393,2013-01-17,4,Clear
23394,2013-01-14,1,Sunny
23395,2013-01-17,4,Sunny
23396,2013-01-16,3,Sunny
23397,2013-01-14,1,Sunny
23398,2013-01-16,3,Sunny
23399,2013-01-16,3,Cloudy
23400,2013-01-16,3,Cloudy
23401,2013-01-13,7,Partly cloudy
23402,2013-01-17,4,Sunny
23403,2013-01-20,7,Clear
23404,2013-01-15,2,Sunny
23405,2013-01-14,1,Sunny
23406,2013-01-14,1,Sunny
23407,2013-01-13,7,Overcast
23408,2013-01-15,2,Sunny
23409,2013-01-15,2,Sunny
23410,2013-01-14,1,Sunny
23411,2013-01-13,7,Overcast
23412,2013-01-13,7,Overcast
23413,2013-01-10,4,Partly cloudy
23414,2013-01-20,7,Clear
23415,2013-01-15,2,Sunny
23416,2013-01-13,7,Overcast
23417,2013-01-13,7,Overcast
23418,2013-01-15,2,Partly cloudy
23419,2013-01-14,1,Sunny
23420,2013-01-14,1,Sunny
23421,2013-01-13,7,Overcast
23422,2013-01-11,5,Partly cloudy
23423,2013-01-10,4,Partly cloudy
23424,2013-01-10,4,Partly cloudy
23425,2013-01-10,4,Partly cloudy
23426,2013-01-10,4,Cloudy
23427,2013-01-12,6,Cloudy
23428,2013-01-10,4,Moderate rain at times
23429,2013-01-10,4,Cloudy
23430,2013-01-13,7,Overcast
23431,2013-01-11,5,Patchy rain possible
23432,2013-01-13,7,Overcast
23433,2013-01-13,7,Partly cloudy
23434,2013-01-09,3,Sunny
23435,2013-01-11,5,Patchy rain possible
23436,2013-01-11,5,Patchy rain possible
23437,2013-01-12,6,Partly cloudy
23438,2013-01-09,3,Sunny
23439,2013-01-09,3,Sunny
23440,2013-01-12,6,Partly cloudy
23441,2013-01-12,6,Cloudy
23442,2013-01-09,3,Clear
23443,2013-01-09,3,Clear
23444,2013-01-12,6,Overcast
23445,2013-01-11,5,Cloudy
23446,2013-01-12,6,Patchy rain possible
23447,2013-01-09,3,Sunny
23448,2013-01-12,6,Cloudy
23449,2013-01-10,4,Partly cloudy
23450,2013-01-10,4,Sunny
23451,2013-01-10,4,Partly cloudy
23452,2013-01-11,5,Patchy rain possible
23453,2013-01-09,3,Sunny
23454,2013-01-09,3,Sunny
23455,2013-01-12,6,Cloudy
23456,2013-01-09,3,Sunny
23457,2013-01-12,6,Overcast
23458,2013-01-08,2,Sunny
23459,2013-01-08,2,Sunny
23460,2013-01-12,6,Patchy rain possible
23461,2013-01-09,3,Sunny
23462,2013-01-07,1,Sunny
23463,2013-01-10,4,Sunny
23464,2013-01-08,2,Sunny
23465,2013-01-07,1,Sunny
23466,2013-01-07,1,Sunny
23467,2013-01-07,1,Sunny
23468,2013-01-08,2,Sunny
23469,2013-01-08,2,Sunny
23470,2013-01-07,1,Sunny
23471,2013-01-07,1,Sunny
23472,2013-01-07,1,Sunny
23473,2013-01-07,1,Sunny
23474,2013-01-08,2,Sunny
23475,2013-01-08,2,Sunny
23476,2013-01-12,6,Partly cloudy
23477,2013-01-19,6,Cloudy
23478,2013-01-05,6,Patchy rain possible
23479,2013-01-26,6,Sunny
23480,2013-01-01,2,Sunny
23481,2013-01-16,3,Sunny
23482,2013-01-23,3,Overcast
23483,2013-01-20,7,Partly cloudy
23484,2013-01-25,5,Light freezing rain
23485,2013-01-24,4,Overcast
23486,2013-01-27,7,Partly cloudy
23487,2013-01-29,2,Patchy rain possible
23488,2013-01-27,7,Partly cloudy
23489,2013-01-19,6,Cloudy
23490,2013-01-22,2,Sunny
23491,2013-01-23,3,Overcast
23492,2013-01-20,7,Cloudy
23493,2013-01-21,1,Partly cloudy
23494,2013-01-22,2,Sunny
23495,2013-01-23,3,Overcast
23496,2013-01-24,4,Overcast
23497,2013-01-25,5,Sunny
23498,2013-01-26,6,Sunny
23499,2013-01-31,4,Overcast
23500,2013-01-31,4,Overcast
23501,2013-01-30,3,Patchy rain possible
23502,2013-01-30,3,Patchy rain possible
23503,2013-01-30,3,Patchy rain possible
23504,2013-01-30,3,Patchy rain possible
23505,2013-01-31,4,Overcast
23506,2013-01-27,7,Partly cloudy
23507,2013-01-27,7,Partly cloudy
23508,2013-01-27,7,Partly cloudy
23509,2013-01-27,7,Moderate snow
23510,2013-01-27,7,Moderate or heavy snow showers
23511,2013-01-28,1,Overcast
