,flightdate,dayofweek,weather
819,2013-01-11,5,Patchy rain possible
820,2013-01-04,5,Sunny
821,2013-01-10,4,Partly cloudy
822,2013-01-11,5,Patchy rain possible
823,2013-01-03,4,Cloudy
824,2013-01-12,6,Partly cloudy
825,2013-01-12,6,Cloudy
826,2013-01-03,4,Overcast
827,2013-01-12,6,Overcast
828,2013-01-12,6,Partly cloudy
829,2013-01-12,6,Cloudy
830,2013-01-12,6,Partly cloudy
831,2013-01-12,6,Partly cloudy
832,2013-01-12,6,Cloudy
833,2013-01-03,4,Cloudy
834,2013-01-13,7,Overcast
835,2013-01-13,7,Overcast
836,2013-01-13,7,Partly cloudy
837,2013-01-13,7,Cloudy
838,2013-01-13,7,Partly cloudy
839,2013-01-13,7,Partly cloudy
840,2013-01-13,7,Overcast
841,2013-01-13,7,Overcast
842,2013-01-15,2,Sunny
843,2013-01-15,2,Sunny
844,2013-01-13,7,Partly cloudy
845,2013-01-13,7,Cloudy
846,2013-01-13,7,Overcast
847,2013-01-17,4,Sunny
848,2013-01-13,7,Overcast
849,2013-01-13,7,Partly cloudy
850,2013-01-14,1,Sunny
851,2013-01-11,5,Cloudy
852,2013-01-11,5,Cloudy
853,2013-01-11,5,Cloudy
854,2013-01-11,5,Patchy rain possible
855,2013-01-11,5,Partly cloudy
856,2013-01-11,5,Patchy rain possible
857,2013-01-11,5,Cloudy
858,2013-01-11,5,Patchy rain possible
859,2013-01-15,2,Sunny
860,2013-01-14,1,Sunny
861,2013-01-14,1,Sunny
862,2013-01-23,3,Cloudy
863,2013-01-23,3,Overcast
864,2013-01-16,3,Sunny
865,2013-01-16,3,Overcast
866,2013-01-16,3,Cloudy
867,2013-01-16,3,Sunny
868,2013-01-16,3,Sunny
869,2013-01-16,3,Sunny
870,2013-01-15,2,Sunny
871,2013-01-15,2,Sunny
872,2013-01-15,2,Sunny
873,2013-01-15,2,Clear
874,2013-01-15,2,Sunny
875,2013-01-16,3,Overcast
876,2013-01-16,3,Sunny
877,2013-01-16,3,Sunny
878,2013-01-16,3,Cloudy
879,2013-01-15,2,Sunny
880,2013-01-15,2,Sunny
881,2013-01-29,2,Moderate or heavy rain shower
882,2013-01-24,4,Overcast
883,2013-01-24,4,Partly cloudy
884,2013-01-15,2,Sunny
885,2013-01-15,2,Sunny
886,2013-01-15,2,Sunny
887,2013-01-17,4,Sunny
888,2013-01-15,2,Partly cloudy
889,2013-01-15,2,Sunny
890,2013-01-15,2,Partly cloudy
891,2013-01-15,2,Partly cloudy
892,2013-01-17,4,Sunny
893,2013-01-15,2,Clear
894,2013-01-15,2,Sunny
895,2013-01-15,2,Sunny
896,2013-01-15,2,Sunny
897,2013-01-15,2,Sunny
898,2013-01-15,2,Clear
899,2013-01-17,4,Sunny
900,2013-01-17,4,Clear
901,2013-01-17,4,Sunny
902,2013-01-17,4,Sunny
903,2013-01-17,4,Sunny
904,2013-01-17,4,Sunny
905,2013-01-17,4,Sunny
906,2013-01-17,4,Sunny
907,2013-01-17,4,Sunny
908,2013-01-17,4,Sunny
909,2013-01-17,4,Sunny
910,2013-01-17,4,Sunny
911,2013-01-17,4,Sunny
912,2013-01-17,4,Sunny
913,2013-01-17,4,Clear
914,2013-01-17,4,Sunny
915,2013-01-17,4,Clear
916,2013-01-17,4,Clear
917,2013-01-17,4,Sunny
918,2013-01-18,5,Partly cloudy
919,2013-01-17,4,Sunny
920,2013-01-17,4,Sunny
921,2013-01-17,4,Sunny
922,2013-01-17,4,Sunny
923,2013-01-17,4,Sunny
924,2013-01-17,4,Sunny
925,2013-01-29,2,Moderate or heavy rain shower
926,2013-01-30,3,Patchy rain possible
927,2013-01-30,3,Patchy rain possible
928,2013-01-18,5,Partly cloudy
929,2013-01-18,5,Partly cloudy
930,2013-01-01,2,Sunny
931,2013-01-19,6,Cloudy
932,2013-01-18,5,Partly cloudy
933,2013-01-19,6,Cloudy
934,2013-01-19,6,Cloudy
935,2013-01-19,6,Clear
936,2013-01-19,6,Cloudy
937,2013-01-02,3,Sunny
938,2013-01-20,7,Overcast
939,2013-01-18,5,Partly cloudy
940,2013-01-18,5,Partly cloudy
941,2013-01-18,5,Partly cloudy
942,2013-01-18,5,Partly cloudy
943,2013-01-18,5,Partly cloudy
944,2013-01-02,3,Sunny
945,2013-01-02,3,Sunny
946,2013-01-15,2,Sunny
947,2013-01-15,2,Sunny
948,2013-01-15,2,Clear
949,2013-01-15,2,Sunny
950,2013-01-15,2,Partly cloudy
951,2013-01-02,3,Sunny
952,2013-01-02,3,Sunny
953,2013-01-15,2,Clear
954,2013-01-02,3,Sunny
955,2013-01-20,7,Partly cloudy
956,2013-01-20,7,Overcast
957,2013-01-20,7,Partly cloudy
958,2013-01-20,7,Cloudy
959,2013-01-20,7,Clear
960,2013-01-20,7,Overcast
961,2013-01-20,7,Cloudy
962,2013-01-20,7,Clear
963,2013-01-20,7,Cloudy
964,2013-01-20,7,Overcast
965,2013-01-20,7,Partly cloudy
966,2013-01-20,7,Sunny
967,2013-01-20,7,Clear
968,2013-01-04,5,Sunny
969,2013-01-21,1,Sunny
970,2013-01-21,1,Clear
971,2013-01-21,1,Sunny
972,2013-01-21,1,Overcast
973,2013-01-21,1,Sunny
974,2013-01-21,1,Clear
975,2013-01-21,1,Overcast
976,2013-01-21,1,Partly cloudy
977,2013-01-21,1,Overcast
978,2013-01-21,1,Clear
979,2013-01-21,1,Overcast
980,2013-01-21,1,Overcast
981,2013-01-21,1,Partly cloudy
982,2013-01-21,1,Clear
983,2013-01-21,1,Sunny
984,2013-01-22,2,Sunny
985,2013-01-22,2,Partly cloudy
986,2013-01-22,2,Sunny
987,2013-01-21,1,Sunny
988,2013-01-21,1,Overcast
989,2013-01-01,2,Sunny
990,2013-01-22,2,Partly cloudy
991,2013-01-06,7,Overcast
992,2013-01-03,4,Cloudy
993,2013-01-08,2,Partly cloudy
994,2013-01-03,4,Partly cloudy
995,2013-01-03,4,Overcast
996,2013-01-23,3,Cloudy
997,2013-01-23,3,Overcast
998,2013-01-23,3,Overcast
999,2013-01-23,3,Overcast
1000,2013-01-23,3,Overcast
1001,2013-01-03,4,Partly cloudy
1002,2013-01-03,4,Overcast
1003,2013-01-03,4,Cloudy
1004,2013-01-04,5,Sunny
1005,2013-01-04,5,Sunny
1006,2013-01-04,5,Clear
1007,2013-01-04,5,Clear
1008,2013-01-04,5,Clear
1009,2013-01-03,4,Cloudy
1010,2013-01-03,4,Overcast
1011,2013-01-03,4,Overcast
1012,2013-01-05,6,Patchy rain possible
1013,2013-01-05,6,Partly cloudy
1014,2013-01-05,6,Patchy rain possible
1015,2013-01-04,5,Sunny
1016,2013-01-05,6,Partly cloudy
1017,2013-01-05,6,Partly cloudy
1018,2013-01-05,6,Partly cloudy
1019,2013-01-05,6,Patchy rain possible
1020,2013-01-05,6,Partly cloudy
1021,2013-01-05,6,Partly cloudy
1022,2013-01-05,6,Partly cloudy
1023,2013-01-05,6,Partly cloudy
1024,2013-01-05,6,Partly cloudy
1025,2013-01-05,6,Partly cloudy
1026,2013-01-05,6,Patchy rain possible
1027,2013-01-04,5,Sunny
1028,2013-01-04,5,Sunny
1029,2013-01-04,5,Sunny
1030,2013-01-03,4,Partly cloudy
1031,2013-01-03,4,Overcast
1032,2013-01-04,5,Clear
1033,2013-01-04,5,Sunny
1034,2013-01-04,5,Sunny
1035,2013-01-04,5,Sunny
1036,2013-01-02,3,Sunny
1037,2013-01-05,6,Partly cloudy
1038,2013-01-05,6,Partly cloudy
1039,2013-01-05,6,Partly cloudy
1040,2013-01-05,6,Partly cloudy
1041,2013-01-06,7,Clear
1042,2013-01-06,7,Overcast
1043,2013-01-06,7,Overcast
1044,2013-01-05,6,Partly cloudy
1045,2013-01-05,6,Partly cloudy
1046,2013-01-05,6,Partly cloudy
1047,2013-01-05,6,Patchy rain possible
1048,2013-01-05,6,Partly cloudy
1049,2013-01-05,6,Partly cloudy
1050,2013-01-06,7,Partly cloudy
1051,2013-01-06,7,Clear
1052,2013-01-06,7,Partly cloudy
1053,2013-01-05,6,Partly cloudy
1054,2013-01-05,6,Partly cloudy
1055,2013-01-06,7,Partly cloudy
1056,2013-01-06,7,Overcast
1057,2013-01-06,7,Overcast
1058,2013-01-04,5,Sunny
1059,2013-01-04,5,Sunny
1060,2013-01-09,3,Sunny
1061,2013-01-05,6,Patchy rain possible
1062,2013-01-06,7,Partly cloudy
1063,2013-01-04,5,Sunny
1064,2013-01-04,5,Sunny
1065,2013-01-06,7,Overcast
1066,2013-01-08,2,Sunny
1067,2013-01-06,7,Partly cloudy
1068,2013-01-06,7,Overcast
1069,2013-01-08,2,Partly cloudy
1070,2013-01-08,2,Sunny
1071,2013-01-07,1,Partly cloudy
1072,2013-01-07,1,Sunny
1073,2013-01-07,1,Sunny
1074,2013-01-07,1,Sunny
1075,2013-01-07,1,Sunny
1076,2013-01-07,1,Sunny
1077,2013-01-07,1,Sunny
1078,2013-01-07,1,Sunny
1079,2013-01-15,2,Sunny
1080,2013-01-04,5,Clear
1081,2013-01-06,7,Clear
1082,2013-01-06,7,Partly cloudy
1083,2013-01-06,7,Overcast
1084,2013-01-06,7,Overcast
1085,2013-01-06,7,Overcast
1086,2013-01-07,1,Sunny
1087,2013-01-08,2,Cloudy
1088,2013-01-08,2,Sunny
1089,2013-01-08,2,Partly cloudy
1090,2013-01-08,2,Sunny
1091,2013-01-08,2,Sunny
1092,2013-01-08,2,Sunny
1093,2013-01-08,2,Sunny
1094,2013-01-08,2,Cloudy
1095,2013-01-08,2,Partly cloudy
1096,2013-01-13,7,Overcast
1097,2013-01-09,3,Sunny
1098,2013-01-09,3,Sunny
1099,2013-01-09,3,Sunny
1100,2013-01-09,3,Sunny
1101,2013-01-10,4,Cloudy
1102,2013-01-10,4,Sunny
1103,2013-01-10,4,Partly cloudy
1104,2013-01-10,4,Moderate rain at times
1105,2013-01-10,4,Moderate or heavy rain shower
1106,2013-01-10,4,Partly cloudy
1107,2013-01-10,4,Sunny
1108,2013-01-10,4,Sunny
1109,2013-01-20,7,Overcast
1110,2013-01-21,1,Sunny
1111,2013-01-24,4,Partly cloudy
1112,2013-01-25,5,Partly cloudy
1113,2013-01-26,6,Sunny
1114,2013-01-27,7,Moderate snow
1115,2013-01-19,6,Overcast
1116,2013-01-31,4,Overcast
1117,2013-01-28,1,Overcast
1118,2013-01-31,4,Overcast
1119,2013-01-01,2,Sunny
1120,2013-01-09,3,Sunny
1121,2013-01-09,3,Sunny
1122,2013-01-02,3,Sunny
1123,2013-01-03,4,Cloudy
1124,2013-01-04,5,Sunny
1125,2013-01-05,6,Partly cloudy
1126,2013-01-06,7,Overcast
1127,2013-01-07,1,Sunny
1128,2013-01-10,4,Partly cloudy
1129,2013-01-08,2,Sunny
1130,2013-01-09,3,Sunny
1131,2013-01-10,4,Partly cloudy
1132,2013-01-11,5,Cloudy
1133,2013-01-12,6,Overcast
1134,2013-01-11,5,Cloudy
1135,2013-01-10,4,Cloudy
1136,2013-01-09,3,Sunny
1137,2013-01-09,3,Sunny
1138,2013-01-09,3,Sunny
1139,2013-01-09,3,Clear
1140,2013-01-11,5,Patchy rain possible
1141,2013-01-11,5,Cloudy
1142,2013-01-16,3,Sunny
1143,2013-01-18,5,Partly cloudy
1144,2013-01-19,6,Overcast
1145,2013-01-20,7,Cloudy
1146,2013-01-21,1,Partly cloudy
1147,2013-01-22,2,Sunny
1148,2013-01-23,3,Overcast
1149,2013-01-24,4,Overcast
1150,2013-01-25,5,Sunny
1151,2013-01-26,6,Sunny
1152,2013-01-27,7,Partly cloudy
1153,2013-01-19,6,Overcast
1154,2013-01-20,7,Sunny
1155,2013-01-20,7,Overcast
1156,2013-01-17,4,Sunny
1157,2013-01-17,4,Sunny
1158,2013-01-26,6,Sunny
1159,2013-01-26,6,Sunny
1160,2013-01-02,3,Sunny
1161,2013-01-02,3,Sunny
1162,2013-01-02,3,Sunny
1163,2013-01-28,1,Patchy rain possible
1164,2013-01-28,1,Overcast
1165,2013-01-12,6,Partly cloudy
1166,2013-01-11,5,Partly cloudy
1167,2013-01-11,5,Cloudy
1168,2013-01-11,5,Patchy rain possible
1169,2013-01-12,6,Partly cloudy
1170,2013-01-12,6,Cloudy
1171,2013-01-12,6,Partly cloudy
1172,2013-01-12,6,Partly cloudy
1173,2013-01-12,6,Cloudy
1174,2013-01-12,6,Overcast
1175,2013-01-12,6,Cloudy
1176,2013-01-03,4,Cloudy
1177,2013-01-12,6,Cloudy
1178,2013-01-12,6,Partly cloudy
1179,2013-01-12,6,Partly cloudy
1180,2013-01-12,6,Partly cloudy
1181,2013-01-12,6,Overcast
1182,2013-01-13,7,Partly cloudy
1183,2013-01-13,7,Overcast
1184,2013-01-12,6,Cloudy
1185,2013-01-12,6,Partly cloudy
1186,2013-01-14,1,Sunny
1187,2013-01-14,1,Sunny
1188,2013-01-13,7,Partly cloudy
1189,2013-01-13,7,Overcast
1190,2013-01-13,7,Partly cloudy
1191,2013-01-13,7,Overcast
1192,2013-01-13,7,Overcast
1193,2013-01-13,7,Partly cloudy
1194,2013-01-13,7,Overcast
1195,2013-01-13,7,Partly cloudy
1196,2013-01-13,7,Overcast
1197,2013-01-13,7,Overcast
1198,2013-01-13,7,Cloudy
1199,2013-01-14,1,Sunny
1200,2013-01-13,7,Overcast
1201,2013-01-13,7,Partly cloudy
1202,2013-01-13,7,Overcast
1203,2013-01-13,7,Overcast
1204,2013-01-13,7,Cloudy
1205,2013-01-13,7,Cloudy
1206,2013-01-13,7,Overcast
1207,2013-01-14,1,Sunny
1208,2013-01-15,2,Sunny
1209,2013-01-15,2,Sunny
1210,2013-01-15,2,Sunny
1211,2013-01-16,3,Overcast
1212,2013-01-16,3,Sunny
1213,2013-01-16,3,Sunny
1214,2013-01-16,3,Sunny
1215,2013-01-16,3,Cloudy
1216,2013-01-16,3,Overcast
1217,2013-01-16,3,Sunny
1218,2013-01-15,2,Sunny
1219,2013-01-15,2,Partly cloudy
1220,2013-01-16,3,Cloudy
1221,2013-01-15,2,Partly cloudy
1222,2013-01-15,2,Sunny
1223,2013-01-15,2,Sunny
1224,2013-01-17,4,Sunny
1225,2013-01-17,4,Sunny
1226,2013-01-18,5,Clear
1227,2013-01-18,5,Partly cloudy
1228,2013-01-18,5,Partly cloudy
1229,2013-01-18,5,Partly cloudy
1230,2013-01-17,4,Sunny
1231,2013-01-17,4,Sunny
1232,2013-01-17,4,Clear
1233,2013-01-17,4,Sunny
1234,2013-01-18,5,Partly cloudy
1235,2013-01-18,5,Partly cloudy
1236,2013-01-18,5,Sunny
1237,2013-01-16,3,Sunny
1238,2013-01-16,3,Sunny
1239,2013-01-16,3,Overcast
1240,2013-01-17,4,Sunny
1241,2013-01-17,4,Sunny
1242,2013-01-17,4,Sunny
1243,2013-01-17,4,Sunny
1244,2013-01-17,4,Sunny
1245,2013-01-18,5,Partly cloudy
1246,2013-01-18,5,Clear
1247,2013-01-18,5,Partly cloudy
1248,2013-01-18,5,Partly cloudy
1249,2013-01-17,4,Sunny
1250,2013-01-17,4,Sunny
1251,2013-01-17,4,Clear
1252,2013-01-17,4,Sunny
1253,2013-01-17,4,Sunny
1254,2013-01-17,4,Sunny
1255,2013-01-17,4,Sunny
1256,2013-01-18,5,Partly cloudy
1257,2013-01-18,5,Partly cloudy
1258,2013-01-18,5,Clear
1259,2013-01-18,5,Partly cloudy
1260,2013-01-18,5,Clear
1261,2013-01-18,5,Partly cloudy
1262,2013-01-19,6,Overcast
1263,2013-01-19,6,Cloudy
1264,2013-01-15,2,Sunny
1265,2013-01-15,2,Sunny
1266,2013-01-20,7,Clear
1267,2013-01-20,7,Overcast
1268,2013-01-20,7,Partly cloudy
1269,2013-01-20,7,Cloudy
1270,2013-01-15,2,Sunny
1271,2013-01-15,2,Partly cloudy
1272,2013-01-20,7,Partly cloudy
1273,2013-01-20,7,Cloudy
1274,2013-01-20,7,Overcast
1275,2013-01-20,7,Cloudy
1276,2013-01-20,7,Partly cloudy
1277,2013-01-20,7,Clear
1278,2013-01-20,7,Partly cloudy
1279,2013-01-20,7,Sunny
1280,2013-01-20,7,Overcast
1281,2013-01-21,1,Sunny
1282,2013-01-21,1,Overcast
1283,2013-01-21,1,Overcast
1284,2013-01-22,2,Sunny
1285,2013-01-22,2,Sunny
1286,2013-01-22,2,Partly cloudy
1287,2013-01-22,2,Partly cloudy
1288,2013-01-22,2,Sunny
1289,2013-01-22,2,Sunny
1290,2013-01-22,2,Sunny
1291,2013-01-21,1,Overcast
1292,2013-01-21,1,Sunny
1293,2013-01-21,1,Overcast
1294,2013-01-21,1,Clear
1295,2013-01-21,1,Partly cloudy
1296,2013-01-21,1,Partly cloudy
1297,2013-01-21,1,Sunny
1298,2013-01-22,2,Sunny
1299,2013-01-22,2,Partly cloudy
1300,2013-01-21,1,Sunny
1301,2013-01-21,1,Sunny
1302,2013-01-21,1,Partly cloudy
1303,2013-01-21,1,Overcast
1304,2013-01-21,1,Clear
1305,2013-01-21,1,Partly cloudy
1306,2013-01-21,1,Partly cloudy
1307,2013-01-21,1,Overcast
1308,2013-01-03,4,Partly cloudy
1309,2013-01-03,4,Overcast
1310,2013-01-03,4,Partly cloudy
1311,2013-01-03,4,Partly cloudy
1312,2013-01-23,3,Overcast
1313,2013-01-23,3,Overcast
1314,2013-01-19,6,Overcast
1315,2013-01-19,6,Overcast
1316,2013-01-19,6,Overcast
1317,2013-01-19,6,Cloudy
1318,2013-01-22,2,Sunny
1319,2013-01-22,2,Partly cloudy
1320,2013-01-22,2,Sunny
1321,2013-01-22,2,Sunny
1322,2013-01-22,2,Partly cloudy
1323,2013-01-23,3,Overcast
1324,2013-01-22,2,Partly cloudy
1325,2013-01-22,2,Sunny
1326,2013-01-22,2,Sunny
1327,2013-01-22,2,Partly cloudy
1328,2013-01-28,1,Cloudy
1329,2013-01-28,1,Overcast
1330,2013-01-23,3,Cloudy
1331,2013-01-23,3,Overcast
1332,2013-01-24,4,Partly cloudy
1333,2013-01-24,4,Overcast
1334,2013-01-24,4,Overcast
1335,2013-01-29,2,Moderate rain at times
1336,2013-01-29,2,Moderate or heavy rain shower
1337,2013-01-29,2,Moderate or heavy rain shower
1338,2013-01-29,2,Patchy rain possible
1339,2013-01-31,4,Overcast
1340,2013-01-31,4,Overcast
1341,2013-01-31,4,Overcast
1342,2013-01-29,2,Moderate or heavy rain shower
1343,2013-01-29,2,Moderate or heavy rain shower
1344,2013-01-29,2,Moderate or heavy rain shower
1345,2013-01-29,2,Patchy rain possible
1346,2013-01-29,2,Moderate or heavy rain shower
1347,2013-01-29,2,Moderate rain at times
1348,2013-01-29,2,Moderate rain at times
1349,2013-01-23,3,Overcast
1350,2013-01-23,3,Overcast
1351,2013-01-29,2,Moderate rain at times
1352,2013-01-29,2,Moderate or heavy rain shower
1353,2013-01-29,2,Moderate or heavy rain shower
1354,2013-01-29,2,Moderate or heavy rain shower
1355,2013-01-29,2,Moderate or heavy rain shower
1356,2013-01-29,2,Moderate or heavy rain shower
1357,2013-01-24,4,Overcast
1358,2013-01-24,4,Overcast
1359,2013-01-24,4,Overcast
1360,2013-01-24,4,Partly cloudy
1361,2013-01-24,4,Overcast
1362,2013-01-29,2,Moderate or heavy rain shower
1363,2013-01-29,2,Moderate or heavy rain shower
1364,2013-01-29,2,Moderate rain at times
1365,2013-01-29,2,Moderate or heavy rain shower
1366,2013-01-29,2,Patchy rain possible
1367,2013-01-30,3,Patchy rain possible
1368,2013-01-30,3,Patchy rain possible
1369,2013-01-30,3,Moderate or heavy rain shower
1370,2013-01-30,3,Patchy rain possible
1371,2013-01-30,3,Patchy rain possible
1372,2013-01-30,3,Moderate or heavy rain shower
1373,2013-01-24,4,Partly cloudy
1374,2013-01-25,5,Light freezing rain
1375,2013-01-29,2,Moderate or heavy rain shower
1376,2013-01-29,2,Moderate rain at times
1377,2013-01-29,2,Moderate or heavy rain shower
1378,2013-01-29,2,Moderate or heavy rain shower
1379,2013-01-30,3,Patchy rain possible
1380,2013-01-29,2,Moderate rain at times
1381,2013-01-29,2,Patchy rain possible
1382,2013-01-29,2,Moderate or heavy rain shower
1383,2013-01-30,3,Patchy rain possible
1384,2013-01-04,5,Sunny
1385,2013-01-26,6,Sunny
1386,2013-01-28,1,Cloudy
1387,2013-01-28,1,Cloudy
1388,2013-01-28,1,Patchy rain possible
1389,2013-01-28,1,Cloudy
1390,2013-01-28,1,Overcast
1391,2013-01-28,1,Patchy rain possible
1392,2013-01-26,6,Sunny
1393,2013-01-26,6,Sunny
1394,2013-01-26,6,Sunny
1395,2013-01-26,6,Sunny
1396,2013-01-26,6,Sunny
1397,2013-01-26,6,Sunny
1398,2013-01-26,6,Sunny
1399,2013-01-26,6,Sunny
1400,2013-01-25,5,Partly cloudy
1401,2013-01-25,5,Overcast
1402,2013-01-26,6,Clear
1403,2013-01-26,6,Sunny
1404,2013-01-25,5,Sunny
1405,2013-01-25,5,Sunny
1406,2013-01-25,5,Overcast
1407,2013-01-25,5,Partly cloudy
1408,2013-01-25,5,Light freezing rain
1409,2013-01-25,5,Light freezing rain
1410,2013-01-27,7,Partly cloudy
1411,2013-01-25,5,Light freezing rain
1412,2013-01-25,5,Overcast
1413,2013-01-25,5,Overcast
1414,2013-01-26,6,Sunny
1415,2013-01-26,6,Sunny
1416,2013-01-26,6,Sunny
1417,2013-01-26,6,Sunny
1418,2013-01-27,7,Moderate snow
1419,2013-01-27,7,Partly cloudy
1420,2013-01-28,1,Patchy rain possible
1421,2013-01-28,1,Patchy rain possible
1422,2013-01-28,1,Patchy rain possible
1423,2013-01-28,1,Patchy rain possible
1424,2013-01-22,2,Partly cloudy
1425,2013-01-28,1,Overcast
1426,2013-01-27,7,Partly cloudy
1427,2013-01-27,7,Moderate snow
1428,2013-01-28,1,Patchy rain possible
1429,2013-01-28,1,Cloudy
1430,2013-01-28,1,Overcast
1431,2013-01-28,1,Cloudy
1432,2013-01-29,2,Moderate or heavy rain shower
1433,2013-01-29,2,Moderate or heavy rain shower
1434,2013-01-29,2,Moderate or heavy rain shower
1435,2013-01-29,2,Moderate or heavy rain shower
1436,2013-01-29,2,Moderate or heavy rain shower
1437,2013-01-08,2,Sunny
1438,2013-01-08,2,Sunny
1439,2013-01-08,2,Sunny
1440,2013-01-29,2,Moderate rain at times
1441,2013-01-29,2,Moderate rain at times
1442,2013-01-29,2,Patchy rain possible
1443,2013-01-29,2,Moderate or heavy rain shower
1444,2013-01-04,5,Clear
1445,2013-01-04,5,Clear
1446,2013-01-05,6,Patchy rain possible
1447,2013-01-05,6,Patchy rain possible
1448,2013-01-04,5,Sunny
1449,2013-01-07,1,Sunny
1450,2013-01-04,5,Partly cloudy
1451,2013-01-08,2,Sunny
1452,2013-01-24,4,Overcast
1453,2013-01-13,7,Overcast
1454,2013-01-14,1,Sunny
1455,2013-01-15,2,Partly cloudy
1456,2013-01-16,3,Sunny
1457,2013-01-17,4,Sunny
1458,2013-01-18,5,Partly cloudy
1459,2013-01-19,6,Overcast
1460,2013-01-20,7,Cloudy
1461,2013-01-21,1,Partly cloudy
1462,2013-01-22,2,Sunny
1463,2013-01-23,3,Overcast
1464,2013-01-24,4,Overcast
1465,2013-01-25,5,Sunny
1466,2013-01-09,3,Sunny
1467,2013-01-09,3,Sunny
1468,2013-01-28,1,Cloudy
1469,2013-01-29,2,Patchy rain possible
1470,2013-01-30,3,Moderate or heavy rain shower
1471,2013-01-31,4,Overcast
1472,2013-01-11,5,Patchy rain possible
1473,2013-01-11,5,Cloudy
1474,2013-01-10,4,Sunny
1475,2013-01-10,4,Cloudy
1476,2013-01-08,2,Sunny
1477,2013-01-08,2,Sunny
1478,2013-01-21,1,Overcast
1479,2013-01-21,1,Sunny
1480,2013-01-31,4,Overcast
1481,2013-01-03,4,Overcast
1482,2013-01-31,4,Overcast
1483,2013-01-02,3,Clear
1484,2013-01-04,5,Sunny
1485,2013-01-27,7,Partly cloudy
1486,2013-01-27,7,Moderate snow
1487,2013-01-04,5,Sunny
1488,2013-01-03,4,Cloudy
1489,2013-01-04,5,Sunny
1490,2013-01-08,2,Sunny
1491,2013-01-07,1,Sunny
1492,2013-01-07,1,Partly cloudy
1493,2013-01-02,3,Sunny
1494,2013-01-08,2,Sunny
1495,2013-01-09,3,Sunny
1496,2013-01-14,1,Clear
1497,2013-01-08,2,Cloudy
1498,2013-01-11,5,Cloudy
1499,2013-01-11,5,Partly cloudy
1500,2013-01-11,5,Partly cloudy
1501,2013-01-11,5,Patchy rain possible
1502,2013-01-10,4,Partly cloudy
1503,2013-01-13,7,Overcast
1504,2013-01-13,7,Overcast
1505,2013-01-10,4,Sunny
1506,2013-01-14,1,Sunny
1507,2013-01-11,5,Cloudy
1508,2013-01-27,7,Moderate snow
1509,2013-01-20,7,Overcast
1510,2013-01-24,4,Partly cloudy
1511,2013-01-23,3,Overcast
1512,2013-01-25,5,Partly cloudy
1513,2013-01-18,5,Sunny
1514,2013-01-20,7,Overcast
1515,2013-01-21,1,Sunny
1516,2013-01-22,2,Sunny
1517,2013-01-31,4,Overcast
1518,2013-01-30,3,Patchy rain possible
1519,2013-01-29,2,Moderate or heavy rain shower
1520,2013-01-22,2,Partly cloudy
1521,2013-01-21,1,Clear
1522,2013-01-18,5,Clear
1523,2013-01-25,5,Overcast
1524,2013-01-24,4,Partly cloudy
1525,2013-01-23,3,Overcast
1526,2013-01-28,1,Cloudy
1527,2013-01-18,5,Clear
1528,2013-01-14,1,Sunny
1529,2013-01-30,3,Moderate or heavy rain shower
1530,2013-01-31,4,Overcast
1531,2013-01-09,3,Sunny
1532,2013-01-07,1,Sunny
1533,2013-01-10,4,Cloudy
1534,2013-01-11,5,Cloudy
1535,2013-01-03,4,Cloudy
1536,2013-01-06,7,Partly cloudy
1537,2013-01-16,3,Cloudy
1538,2013-01-17,4,Sunny
1539,2013-01-13,7,Partly cloudy
1540,2013-01-14,1,Sunny
1541,2013-01-30,3,Patchy rain possible
1542,2013-01-31,4,Overcast
1543,2013-01-23,3,Overcast
1544,2013-01-07,1,Sunny
1545,2013-01-06,7,Partly cloudy
1546,2013-01-16,3,Overcast
1547,2013-01-21,1,Partly cloudy
1548,2013-01-26,6,Sunny
1549,2013-01-27,7,Partly cloudy
1550,2013-01-28,1,Cloudy
1551,2013-01-23,3,Overcast
1552,2013-01-24,4,Overcast
1553,2013-01-25,5,Sunny
1554,2013-01-29,2,Patchy rain possible
1555,2013-01-30,3,Moderate or heavy rain shower
1556,2013-01-31,4,Overcast
1557,2013-01-21,1,Clear
1558,2013-01-18,5,Clear
1559,2013-01-17,4,Clear
1560,2013-01-18,5,Partly cloudy
1561,2013-01-21,1,Overcast
1562,2013-01-22,2,Partly cloudy
1563,2013-01-27,7,Partly cloudy
1564,2013-01-26,6,Sunny
1565,2013-01-28,1,Patchy rain possible
1566,2013-01-06,7,Overcast
1567,2013-01-13,7,Overcast
1568,2013-01-20,7,Cloudy
1569,2013-01-27,7,Partly cloudy
1570,2013-01-24,4,Overcast
1571,2013-01-23,3,Cloudy
1572,2013-01-25,5,Light freezing rain
1573,2013-01-31,4,Overcast
1574,2013-01-30,3,Patchy rain possible
1575,2013-01-29,2,Moderate or heavy rain shower
1576,2013-01-02,3,Sunny
1577,2013-01-01,2,Cloudy
1578,2013-01-15,2,Sunny
1579,2013-01-20,7,Overcast
1580,2013-01-21,1,Sunny
1581,2013-01-20,7,Overcast
1582,2013-01-18,5,Sunny
1583,2013-01-28,1,Overcast
1584,2013-01-27,7,Moderate snow
1585,2013-01-24,4,Partly cloudy
1586,2013-01-25,5,Partly cloudy
1587,2013-01-08,2,Sunny
1588,2013-01-22,2,Sunny
1589,2013-01-29,2,Patchy rain possible
1590,2013-01-06,7,Partly cloudy
